,Giorno,T Media,T min,T max,Precip.,Umidità,Vento Max,Raffica,Fenomeni,Info,mese,anno,citta
7214,23,29 °C,21 °C,34 °C,-,60 %,22 km/h,-,Nessuno,,Giugno,2021,Gaeta
7215,24,28 °C,21 °C,31 °C,n/d,67 %,11 km/h,-,,,Giugno,2021,Gaeta
7216,25,26 °C,22 °C,31 °C,n/d,73 %,17 km/h,-,,,Giugno,2021,Gaeta
7217,26,-,-,-,-,-,-,-,,n/d,Giugno,2021,Gaeta
7218,27,-,-,-,-,-,-,-,,n/d,Giugno,2021,Gaeta
7219,28,30 °C,20 °C,34 °C,-,48 %,18 km/h,-,Nessuno,,Giugno,2021,Gaeta
7220,29,29 °C,22 °C,32 °C,-,60 %,22 km/h,-,Nessuno,,Giugno,2021,Gaeta
7221,1,26 °C,17 °C,30 °C,-,58 %,21 km/h,-,Nessuno,,Settembre,2021,Gaeta
7222,2,26 °C,17 °C,31 °C,-,56 %,18 km/h,-,Nessuno,,Settembre,2021,Gaeta
7223,3,26 °C,21 °C,30 °C,-,62 %,9 km/h,-,Nessuno,,Settembre,2021,Gaeta
7224,4,-,-,-,-,-,-,-,,n/d,Settembre,2021,Gaeta
7225,5,-,-,-,-,-,-,-,,n/d,Settembre,2021,Gaeta
7226,6,24 °C,16 °C,31 °C,n/d,65 %,18 km/h,-,,,Settembre,2021,Gaeta
7227,7,24 °C,17 °C,30 °C,-,61 %,18 km/h,-,Nessuno,,Settembre,2021,Gaeta
7228,8,23 °C,18 °C,29 °C,n/d,63 %,30 km/h,-,,,Settembre,2021,Gaeta
7229,9,25 °C,15 °C,29 °C,-,55 %,18 km/h,-,Nessuno,,Settembre,2021,Gaeta
7230,10,25 °C,17 °C,29 °C,-,52 %,13 km/h,-,Nessuno,,Settembre,2021,Gaeta
7231,11,-,-,-,-,-,-,-,,n/d,Settembre,2021,Gaeta
7232,12,-,-,-,-,-,-,-,,n/d,Settembre,2021,Gaeta
7233,13,24 °C,16 °C,31 °C,-,65 %,15 km/h,-,Nessuno,,Settembre,2021,Gaeta
7234,14,26 °C,16 °C,31 °C,-,58 %,15 km/h,-,Nessuno,,Settembre,2021,Gaeta
7235,15,24 °C,16 °C,29 °C,-,64 %,11 km/h,-,Nessuno,,Settembre,2021,Gaeta
7236,16,26 °C,19 °C,30 °C,-,64 %,13 km/h,-,Nessuno,,Settembre,2021,Gaeta
7237,17,23 °C,21 °C,26 °C,n/d,87 %,13 km/h,-,,,Settembre,2021,Gaeta
7238,18,-,-,-,-,-,-,-,,n/d,Settembre,2021,Gaeta
7239,19,-,-,-,-,-,-,-,,n/d,Settembre,2021,Gaeta
7240,20,25 °C,22 °C,28 °C,-,58 %,21 km/h,-,Nessuno,,Settembre,2021,Gaeta
7241,21,23 °C,14 °C,26 °C,-,64 %,15 km/h,-,Nessuno,,Settembre,2021,Gaeta
7242,22,24 °C,16 °C,28 °C,-,65 %,18 km/h,-,Nessuno,,Settembre,2021,Gaeta
7243,23,24 °C,21 °C,27 °C,-,52 %,18 km/h,-,Nessuno,,Settembre,2021,Gaeta
7244,24,24 °C,15 °C,28 °C,-,59 %,15 km/h,-,Nessuno,,Settembre,2021,Gaeta
7245,25,-,-,-,-,-,-,-,,n/d,Settembre,2021,Gaeta
7246,26,-,-,-,-,-,-,-,,n/d,Settembre,2021,Gaeta
7247,27,24 °C,20 °C,28 °C,-,76 %,11 km/h,-,Nessuno,,Settembre,2021,Gaeta
7248,28,25 °C,21 °C,29 °C,n/d,71 %,13 km/h,-,,,Settembre,2021,Gaeta
7249,29,24 °C,19 °C,28 °C,n/d,70 %,9 km/h,-,,,Settembre,2021,Gaeta
7250,1,-,-,-,-,-,-,-,,n/d,Maggio,2021,Gaeta
7251,2,-,-,-,-,-,-,-,,n/d,Maggio,2021,Gaeta
7252,3,15 °C,6 °C,20 °C,-,65 %,9 km/h,-,Nessuno,,Maggio,2021,Gaeta
7253,4,14 °C,6 °C,19 °C,n/d,65 %,9 km/h,-,,,Maggio,2021,Gaeta
7254,5,16 °C,11 °C,21 °C,-,69 %,8 km/h,-,Nessuno,,Maggio,2021,Gaeta
7255,6,17 °C,9 °C,21 °C,-,65 %,24 km/h,-,Nessuno,,Maggio,2021,Gaeta
7256,7,18 °C,9 °C,21 °C,-,65 %,22 km/h,-,Nessuno,,Maggio,2021,Gaeta
7257,8,-,-,-,-,-,-,-,,n/d,Maggio,2021,Gaeta
7258,9,-,-,-,-,-,-,-,,n/d,Maggio,2021,Gaeta
7259,10,20 °C,10 °C,25 °C,-,56 %,22 km/h,-,Nessuno,,Maggio,2021,Gaeta
7260,11,20 °C,12 °C,25 °C,n/d,66 %,28 km/h,-,,,Maggio,2021,Gaeta
7261,12,19 °C,14 °C,21 °C,-,64 %,22 km/h,-,Nessuno,,Maggio,2021,Gaeta
7262,13,17 °C,12 °C,19 °C,-,65 %,28 km/h,-,Nessuno,,Maggio,2021,Gaeta
7263,14,15 °C,10 °C,18 °C,-,61 %,21 km/h,-,Nessuno,,Maggio,2021,Gaeta
7264,15,-,-,-,-,-,-,-,,n/d,Maggio,2021,Gaeta
7265,16,-,-,-,-,-,-,-,,n/d,Maggio,2021,Gaeta
7266,17,18 °C,14 °C,22 °C,-,76 %,18 km/h,-,Nessuno,,Maggio,2021,Gaeta
7267,18,16 °C,10 °C,20 °C,-,67 %,9 km/h,-,Nessuno,,Maggio,2021,Gaeta
7268,19,18 °C,13 °C,20 °C,n/d,72 %,26 km/h,-,,,Maggio,2021,Gaeta
7269,20,16 °C,10 °C,21 °C,n/d,62 %,24 km/h,-,,,Maggio,2021,Gaeta
7270,21,18 °C,8 °C,22 °C,-,55 %,22 km/h,-,Nessuno,,Maggio,2021,Gaeta
7271,22,-,-,-,-,-,-,-,,n/d,Maggio,2021,Gaeta
7272,23,-,-,-,-,-,-,-,,n/d,Maggio,2021,Gaeta
7273,24,23 °C,15 °C,29 °C,n/d,55 %,26 km/h,-,,,Maggio,2021,Gaeta
7274,25,21 °C,15 °C,24 °C,-,56 %,18 km/h,-,Nessuno,,Maggio,2021,Gaeta
7275,26,19 °C,14 °C,23 °C,-,67 %,18 km/h,-,Nessuno,,Maggio,2021,Gaeta
7276,27,20 °C,13 °C,25 °C,-,63 %,18 km/h,-,Nessuno,,Maggio,2021,Gaeta
7277,28,24 °C,14 °C,27 °C,-,49 %,18 km/h,-,Nessuno,,Maggio,2021,Gaeta
7278,29,-,-,-,-,-,-,-,,n/d,Maggio,2021,Gaeta
7279,30,-,-,-,-,-,-,-,,n/d,Maggio,2021,Gaeta
7280,1,27 °C,16 °C,32 °C,-,54 %,13 km/h,-,Nessuno,,Giugno,2022,Gaeta
7281,2,-,-,-,-,-,-,-,,n/d,Giugno,2022,Gaeta
7282,3,28 °C,18 °C,33 °C,-,53 %,21 km/h,-,Nessuno,,Giugno,2022,Gaeta
7283,4,-,-,-,-,-,-,-,,n/d,Giugno,2022,Gaeta
7284,5,-,-,-,-,-,-,-,,n/d,Giugno,2022,Gaeta
7285,6,29 °C,19 °C,34 °C,-,46 %,18 km/h,-,Nessuno,,Giugno,2022,Gaeta
7286,7,29 °C,19 °C,32 °C,-,47 %,18 km/h,-,Nessuno,,Giugno,2022,Gaeta
7287,8,26 °C,18 °C,30 °C,-,65 %,28 km/h,-,Nessuno,,Giugno,2022,Gaeta
7288,9,21 °C,19 °C,23 °C,n/d,76 %,22 km/h,-,,,Giugno,2022,Gaeta
7289,10,24 °C,18 °C,26 °C,-,51 %,33 km/h,-,Nessuno,,Giugno,2022,Gaeta
7290,11,-,-,-,-,-,-,-,,n/d,Giugno,2022,Gaeta
7291,12,-,-,-,-,-,-,-,,n/d,Giugno,2022,Gaeta
7292,13,27 °C,17 °C,31 °C,-,47 %,15 km/h,-,Nessuno,,Giugno,2022,Gaeta
7293,14,26 °C,18 °C,31 °C,n/d,53 %,28 km/h,-,,,Giugno,2022,Gaeta
7294,15,26 °C,18 °C,31 °C,n/d,65 %,26 km/h,-,,,Giugno,2022,Gaeta
7295,16,28 °C,19 °C,32 °C,-,52 %,22 km/h,-,Nessuno,,Giugno,2022,Gaeta
7296,17,26 °C,20 °C,33 °C,n/d,63 %,24 km/h,-,,,Giugno,2022,Gaeta
7297,18,-,-,-,-,-,-,-,,n/d,Giugno,2022,Gaeta
7298,19,-,-,-,-,-,-,-,,n/d,Giugno,2022,Gaeta
7299,20,-,-,-,-,-,-,-,,n/d,Giugno,2022,Gaeta
7300,21,28 °C,17 °C,32 °C,-,50 %,21 km/h,-,Nessuno,,Giugno,2022,Gaeta
7301,22,29 °C,19 °C,34 °C,-,47 %,17 km/h,-,Nessuno,,Giugno,2022,Gaeta
7302,23,27 °C,19 °C,31 °C,-,55 %,11 km/h,-,Nessuno,,Giugno,2022,Gaeta
7303,24,28 °C,20 °C,32 °C,-,61 %,22 km/h,-,Nessuno,,Giugno,2022,Gaeta
7304,25,-,-,-,-,-,-,-,,n/d,Giugno,2022,Gaeta
7305,26,-,-,-,-,-,-,-,,n/d,Giugno,2022,Gaeta
7306,27,32 °C,19 °C,38 °C,-,44 %,18 km/h,-,Nessuno,,Giugno,2022,Gaeta
7307,28,32 °C,21 °C,37 °C,-,41 %,18 km/h,-,Nessuno,,Giugno,2022,Gaeta
7308,29,29 °C,22 °C,33 °C,-,59 %,18 km/h,-,Nessuno,,Giugno,2022,Gaeta
7309,1,23 °C,20 °C,27 °C,n/d,77 %,22 km/h,-,,,Settembre,2022,Gaeta
7310,2,24 °C,15 °C,28 °C,-,65 %,18 km/h,-,Nessuno,,Settembre,2022,Gaeta
7311,3,-,-,-,-,-,-,-,,n/d,Settembre,2022,Gaeta
7312,4,-,-,-,-,-,-,-,,n/d,Settembre,2022,Gaeta
7313,5,26 °C,16 °C,30 °C,-,64 %,18 km/h,-,Nessuno,,Settembre,2022,Gaeta
7314,6,27 °C,17 °C,31 °C,-,64 %,18 km/h,-,Nessuno,,Settembre,2022,Gaeta
7315,7,30 °C,27 °C,31 °C,-,50 %,18 km/h,-,Nessuno,,Settembre,2022,Gaeta
7316,8,23 °C,20 °C,25 °C,n/d,81 %,24 km/h,-,,,Settembre,2022,Gaeta
7317,9,25 °C,20 °C,28 °C,-,74 %,24 km/h,-,Nessuno,,Settembre,2022,Gaeta
7318,10,-,-,-,-,-,-,-,,n/d,Settembre,2022,Gaeta
7319,11,-,-,-,-,-,-,-,,n/d,Settembre,2022,Gaeta
7320,12,27 °C,24 °C,29 °C,-,46 %,18 km/h,-,Nessuno,,Settembre,2022,Gaeta
7321,13,25 °C,18 °C,29 °C,-,54 %,21 km/h,-,Nessuno,,Settembre,2022,Gaeta
7322,14,26 °C,18 °C,29 °C,-,56 %,21 km/h,-,Nessuno,,Settembre,2022,Gaeta
7323,15,22 °C,20 °C,25 °C,n/d,82 %,15 km/h,-,,,Settembre,2022,Gaeta
7324,16,26 °C,21 °C,29 °C,n/d,63 %,18 km/h,-,,,Settembre,2022,Gaeta
7325,17,-,-,-,-,-,-,-,,n/d,Settembre,2022,Gaeta
7326,18,-,-,-,-,-,-,-,,n/d,Settembre,2022,Gaeta
7327,19,20 °C,9 °C,25 °C,-,64 %,21 km/h,-,Nessuno,,Settembre,2022,Gaeta
7328,20,21 °C,16 °C,25 °C,-,69 %,18 km/h,-,Nessuno,,Settembre,2022,Gaeta
7329,21,19 °C,13 °C,24 °C,-,62 %,11 km/h,-,Nessuno,,Settembre,2022,Gaeta
7330,22,19 °C,12 °C,24 °C,-,55 %,18 km/h,-,Nessuno,,Settembre,2022,Gaeta
7331,23,18 °C,10 °C,23 °C,-,60 %,18 km/h,-,Nessuno,,Settembre,2022,Gaeta
7332,24,-,-,-,-,-,-,-,,n/d,Settembre,2022,Gaeta
7333,25,-,-,-,-,-,-,-,,n/d,Settembre,2022,Gaeta
7334,26,16 °C,13 °C,18 °C,n/d,95 %,11 km/h,-,,,Settembre,2022,Gaeta
7335,27,17 °C,13 °C,22 °C,n/d,85 %,18 km/h,-,,,Settembre,2022,Gaeta
7336,28,18 °C,14 °C,21 °C,n/d,79 %,18 km/h,-,,,Settembre,2022,Gaeta
7337,29,17 °C,14 °C,21 °C,n/d,88 %,18 km/h,-,,,Settembre,2022,Gaeta
7338,1,-,-,-,-,-,-,-,,n/d,Maggio,2022,Gaeta
7339,2,16 °C,9 °C,22 °C,n/d,67 %,22 km/h,-,,,Maggio,2022,Gaeta
7340,3,18 °C,13 °C,21 °C,n/d,62 %,21 km/h,-,,,Maggio,2022,Gaeta
7341,4,17 °C,10 °C,21 °C,n/d,71 %,9 km/h,-,,,Maggio,2022,Gaeta
7342,5,16 °C,9 °C,20 °C,-,70 %,13 km/h,-,Nessuno,,Maggio,2022,Gaeta
7343,6,19 °C,16 °C,21 °C,n/d,66 %,28 km/h,-,,,Maggio,2022,Gaeta
7344,7,-,-,-,-,-,-,-,,n/d,Maggio,2022,Gaeta
7345,8,-,-,-,-,-,-,-,,n/d,Maggio,2022,Gaeta
7346,9,19 °C,11 °C,24 °C,n/d,66 %,15 km/h,-,,,Maggio,2022,Gaeta
7347,10,19 °C,11 °C,25 °C,n/d,65 %,13 km/h,-,,,Maggio,2022,Gaeta
7348,11,20 °C,11 °C,25 °C,n/d,64 %,18 km/h,-,,,Maggio,2022,Gaeta
7349,12,21 °C,12 °C,26 °C,-,67 %,15 km/h,-,Nessuno,,Maggio,2022,Gaeta
7350,13,21 °C,12 °C,27 °C,-,67 %,15 km/h,-,Nessuno,,Maggio,2022,Gaeta
7351,14,-,-,-,-,-,-,-,,n/d,Maggio,2022,Gaeta
7352,15,-,-,-,-,-,-,-,,n/d,Maggio,2022,Gaeta
7353,16,23 °C,13 °C,28 °C,-,59 %,18 km/h,-,Nessuno,,Maggio,2022,Gaeta
7354,17,23 °C,13 °C,28 °C,-,57 %,18 km/h,-,Nessuno,,Maggio,2022,Gaeta
7355,18,24 °C,14 °C,28 °C,-,56 %,18 km/h,-,Nessuno,,Maggio,2022,Gaeta
7356,19,23 °C,14 °C,28 °C,-,53 %,15 km/h,-,Nessuno,,Maggio,2022,Gaeta
7357,20,23 °C,13 °C,28 °C,-,53 %,15 km/h,-,Nessuno,,Maggio,2022,Gaeta
7358,21,-,-,-,-,-,-,-,,n/d,Maggio,2022,Gaeta
7359,22,-,-,-,-,-,-,-,,n/d,Maggio,2022,Gaeta
7360,23,25 °C,17 °C,29 °C,-,61 %,21 km/h,-,Nessuno,,Maggio,2022,Gaeta
7361,24,25 °C,15 °C,29 °C,-,50 %,21 km/h,-,Nessuno,,Maggio,2022,Gaeta
7362,25,25 °C,14 °C,29 °C,-,48 %,15 km/h,-,Nessuno,,Maggio,2022,Gaeta
7363,26,27 °C,17 °C,32 °C,-,45 %,15 km/h,-,Nessuno,,Maggio,2022,Gaeta
7364,27,28 °C,21 °C,32 °C,-,52 %,9 km/h,-,Nessuno,,Maggio,2022,Gaeta
7365,28,26 °C,19 °C,31 °C,n/d,57 %,18 km/h,-,,,Maggio,2022,Gaeta
7366,29,-,-,-,-,-,-,-,,n/d,Maggio,2022,Gaeta
7367,30,24 °C,16 °C,28 °C,-,58 %,24 km/h,-,Nessuno,,Maggio,2022,Gaeta
7368,1,13.4 °C,10 °C,16 °C,n/d,88 %,14.8 km/h,-,,,Giugno,1995,Sperlonga
7369,2,15.3 °C,10 °C,19 °C,-,84 %,14.8 km/h,-,,,Giugno,1995,Sperlonga
7370,3,17.5 °C,12 °C,22 °C,-,76 %,16.5 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7371,4,19.4 °C,11 °C,25 °C,-,65 %,14.8 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7372,5,19.4 °C,12 °C,25 °C,-,63 %,18.3 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7373,6,18.7 °C,12 °C,23 °C,-,63 %,22.2 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7374,7,14.5 °C,9 °C,22 °C,-,74 %,9.4 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7375,8,18.8 °C,14 °C,24 °C,-,79 %,9.4 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7376,9,18.1 °C,11 °C,25 °C,-,69 %,16.5 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7377,10,21.1 °C,13 °C,25 °C,-,58 %,24.1 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7378,11,20.3 °C,14 °C,23 °C,-,73 %,20.6 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7379,12,16.8 °C,13 °C,21 °C,n/d,79 %,18.3 km/h,-,,,Giugno,1995,Sperlonga
7380,13,18.3 °C,14 °C,23 °C,-,70 %,20.6 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7381,14,18 °C,10 °C,24 °C,-,66 %,16.5 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7382,15,19.1 °C,11 °C,25 °C,-,61 %,14.8 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7383,16,19.9 °C,12 °C,27 °C,-,59 %,22.2 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7384,17,18.8 °C,12 °C,25 °C,-,64 %,18.3 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7385,18,20.2 °C,11 °C,28 °C,-,53 %,18.3 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7386,19,21.2 °C,14 °C,27 °C,-,57 %,18.3 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7387,20,22.2 °C,15 °C,28 °C,-,57 %,20.6 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7388,21,22.4 °C,15 °C,29 °C,-,53 %,18.3 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7389,22,17.5 °C,15 °C,24 °C,-,72 %,20.6 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7390,23,22.5 °C,16 °C,28 °C,n/d,68 %,25.9 km/h,-,,,Giugno,1995,Sperlonga
7391,24,18.8 °C,12 °C,23 °C,-,64 %,29.4 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7392,25,18.7 °C,11 °C,25 °C,-,54 %,11.1 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7393,26,22.4 °C,12 °C,31 °C,-,47 %,14.8 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7394,27,25.2 °C,17 °C,33 °C,-,46 %,18.3 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7395,28,24.7 °C,19 °C,29 °C,-,53 %,18.3 km/h,-,Nessuno,,Giugno,1995,Sperlonga
7396,29,20 °C,18 °C,24 °C,n/d,81 %,14.8 km/h,-,,,Giugno,1995,Sperlonga
7397,1,17.1 °C,8 °C,22 °C,-,45 %,20.6 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7398,2,18.5 °C,11 °C,23 °C,-,58 %,14.8 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7399,3,18.8 °C,9 °C,26 °C,-,59 %,5.4 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7400,4,23 °C,17 °C,28 °C,n/d,63 %,18.3 km/h,-,,,Settembre,1995,Sperlonga
7401,5,18.7 °C,16 °C,21 °C,n/d,85 %,18.3 km/h,-,,,Settembre,1995,Sperlonga
7402,6,19.7 °C,15 °C,24 °C,-,70 %,16.5 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7403,7,20.2 °C,12 °C,25 °C,-,68 %,22.2 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7404,8,21.9 °C,17 °C,27 °C,n/d,75 %,27.8 km/h,-,,,Settembre,1995,Sperlonga
7405,9,20.5 °C,13 °C,26 °C,-,69 %,18.3 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7406,10,21.7 °C,13 °C,27 °C,-,58 %,9.4 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7407,11,20.6 °C,13 °C,27 °C,-,65 %,11.1 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7408,12,20.4 °C,13 °C,27 °C,-,65 %,13 km/h,-,,,Settembre,1995,Sperlonga
7409,13,20 °C,14 °C,22 °C,n/d,79 %,20.6 km/h,-,,,Settembre,1995,Sperlonga
7410,14,16.6 °C,15 °C,20 °C,n/d,78 %,16.5 km/h,-,,,Settembre,1995,Sperlonga
7411,15,18.9 °C,13 °C,23 °C,-,78 %,18.3 km/h,-,,,Settembre,1995,Sperlonga
7412,16,18 °C,13 °C,24 °C,n/d,81 %,14.8 km/h,-,,,Settembre,1995,Sperlonga
7413,17,18.4 °C,16 °C,23 °C,n/d,80 %,14.8 km/h,-,,,Settembre,1995,Sperlonga
7414,18,21.8 °C,15 °C,26 °C,-,78 %,9.4 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7415,19,21.9 °C,19 °C,24 °C,-,88 %,24.1 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7416,20,20.1 °C,14 °C,24 °C,-,71 %,11.1 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7417,21,15.6 °C,12 °C,19 °C,n/d,86 %,14.8 km/h,-,,,Settembre,1995,Sperlonga
7418,22,18 °C,10 °C,22 °C,-,75 %,13 km/h,-,,,Settembre,1995,Sperlonga
7419,23,18.4 °C,10 °C,24 °C,-,74 %,13 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7420,24,16.1 °C,11 °C,21 °C,n/d,80 %,14.8 km/h,-,,,Settembre,1995,Sperlonga
7421,25,16.2 °C,11 °C,24 °C,-,85 %,9.4 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7422,26,18.8 °C,11 °C,24 °C,-,72 %,9.4 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7423,27,18.3 °C,11 °C,24 °C,-,72 %,18.3 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7424,28,18.3 °C,9 °C,24 °C,-,68 %,11.1 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7425,29,17.7 °C,10 °C,23 °C,-,71 %,16.5 km/h,-,Nessuno,,Settembre,1995,Sperlonga
7426,1,14.2 °C,11 °C,18 °C,n/d,84 %,9.4 km/h,-,,,Maggio,1995,Sperlonga
7427,2,15.6 °C,9 °C,22 °C,-,74 %,20.6 km/h,-,,,Maggio,1995,Sperlonga
7428,3,15.5 °C,9 °C,22 °C,-,61 %,18.3 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7429,4,13.1 °C,5 °C,20 °C,-,63 %,20.6 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7430,5,14.9 °C,6 °C,24 °C,-,69 %,14.8 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7431,6,17.8 °C,9 °C,25 °C,-,58 %,20.6 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7432,7,17 °C,10 °C,25 °C,-,66 %,14.8 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7433,8,14.3 °C,8 °C,22 °C,-,67 %,24.1 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7434,9,16.7 °C,8 °C,24 °C,-,62 %,18.3 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7435,10,17 °C,9 °C,24 °C,-,70 %,18.3 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7436,11,17.8 °C,14 °C,24 °C,n/d,74 %,27.8 km/h,-,,,Maggio,1995,Sperlonga
7437,12,14.9 °C,12 °C,17 °C,n/d,88 %,31.3 km/h,55 km/h,,,Maggio,1995,Sperlonga
7438,13,11.6 °C,8 °C,16 °C,n/d,82 %,29.4 km/h,52 km/h,,,Maggio,1995,Sperlonga
7439,14,11.7 °C,8 °C,15 °C,n/d,82 %,16.5 km/h,-,,,Maggio,1995,Sperlonga
7440,15,14.9 °C,8 °C,20 °C,-,67 %,24.1 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7441,16,16.3 °C,12 °C,20 °C,-,69 %,16.5 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7442,17,15.4 °C,12 °C,19 °C,-,80 %,20.6 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7443,18,15.7 °C,11 °C,21 °C,n/d,79 %,20.6 km/h,-,,,Maggio,1995,Sperlonga
7444,19,16.6 °C,14 °C,21 °C,-,78 %,22.2 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7445,20,16 °C,11 °C,20 °C,-,66 %,14.8 km/h,-,,,Maggio,1995,Sperlonga
7446,21,12.9 °C,10 °C,17 °C,-,85 %,24.1 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7447,22,14.3 °C,6 °C,20 °C,n/d,75 %,11.1 km/h,-,,,Maggio,1995,Sperlonga
7448,23,16.1 °C,9 °C,22 °C,-,77 %,16.5 km/h,-,,,Maggio,1995,Sperlonga
7449,24,13.9 °C,9 °C,23 °C,-,80 %,14.8 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7450,25,19.4 °C,10 °C,27 °C,-,61 %,5.4 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7451,26,19.9 °C,13 °C,24 °C,n/d,70 %,11.1 km/h,-,,,Maggio,1995,Sperlonga
7452,27,21.9 °C,14 °C,28 °C,-,65 %,13 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7453,28,21.6 °C,12 °C,28 °C,-,72 %,14.8 km/h,-,,,Maggio,1995,Sperlonga
7454,29,21 °C,14 °C,27 °C,-,79 %,18.3 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7455,30,21.4 °C,14 °C,27 °C,-,68 %,14.8 km/h,-,Nessuno,,Maggio,1995,Sperlonga
7456,1,21.1 °C,12 °C,28 °C,-,54 %,13 km/h,-,Nessuno,,Giugno,1996,Sperlonga
7457,2,21.9 °C,13 °C,27 °C,-,51 %,13 km/h,-,Nessuno,,Giugno,1996,Sperlonga
7458,3,20.2 °C,12 °C,30 °C,-,53 %,7.6 km/h,-,Nessuno,,Giugno,1996,Sperlonga
7459,4,20.1 °C,16 °C,23 °C,n/d,77 %,9.4 km/h,-,,,Giugno,1996,Sperlonga
7460,5,22.5 °C,17 °C,27 °C,n/d,65 %,13 km/h,-,,,Giugno,1996,Sperlonga
7461,6,23.6 °C,17 °C,27 °C,-,60 %,9.4 km/h,-,Nessuno,,Giugno,1996,Sperlonga
7462,7,25.8 °C,17 °C,31 °C,-,59 %,20.6 km/h,-,,,Giugno,1996,Sperlonga
7463,8,26.2 °C,17 °C,32 °C,-,60 %,14.8 km/h,-,Nessuno,,Giugno,1996,Sperlonga
7464,9,26.9 °C,18 °C,34 °C,-,59 %,18.3 km/h,-,Nessuno,,Giugno,1996,Sperlonga
7465,10,26.4 °C,18 °C,34 °C,-,63 %,11.1 km/h,-,,,Giugno,1996,Sperlonga
7466,11,26.2 °C,18 °C,34 °C,-,61 %,14.8 km/h,31 km/h,Nessuno,,Giugno,1996,Sperlonga
7467,12,26.1 °C,17 °C,34 °C,n/d,55 %,16.5 km/h,-,,,Giugno,1996,Sperlonga
7468,13,24.4 °C,16 °C,33 °C,-,62 %,1.9 km/h,-,Nessuno,,Giugno,1996,Sperlonga
7469,14,-,-,-,-,-,-,-,,n/d,Giugno,1996,Sperlonga
7470,15,26 °C,23 °C,29 °C,-,41 %,13 km/h,-,Nessuno,,Giugno,1996,Sperlonga
7471,16,22.4 °C,16 °C,27 °C,n/d,57 %,14.8 km/h,-,,,Giugno,1996,Sperlonga
7472,17,18.8 °C,15 °C,25 °C,n/d,81 %,18.3 km/h,-,,,Giugno,1996,Sperlonga
7473,18,25 °C,20 °C,29 °C,-,48 %,24.1 km/h,31 km/h,Nessuno,,Giugno,1996,Sperlonga
7474,19,21.8 °C,15 °C,27 °C,-,66 %,18.3 km/h,-,Nessuno,,Giugno,1996,Sperlonga
7475,20,22.6 °C,15 °C,27 °C,-,65 %,14.8 km/h,-,Nessuno,,Giugno,1996,Sperlonga
